koi_score,koi_fpflag_nt,koi_model_snr,koi_fpflag_co,koi_fpflag_ss,koi_fpflag_ec,koi_duration_err2,koi_prad,koi_depth_err2,koi_tce_plnt_num,koi_steff_err1,koi_steff_err2,koi_prad_err2,koi_insol,koi_time0bk_err2,koi_disposition
1.0,0.0,40.9,0.0,0.0,0.0,-0.0726,2.37,-15.7,1.0,182.0,-182.0,-0.31,24.54,-0.0023,CONFIRMED
1.0,0.0,39.0,0.0,0.0,0.0,-0.0746,2.82,-18.3,1.0,181.0,-199.0,-0.29,129.18,-0.00204,CONFIRMED
1.0,0.0,35.4,0.0,0.0,0.0,-0.169,3.96,-37.2,2.0,181.0,-199.0,-0.41,6.86,-0.0038,CONFIRMED
0.982,0.0,53.3,0.0,0.0,0.0,-0.0635,2.17,-9.1,1.0,115.0,-104.0,-0.26,87.1,-0.00207,CONFIRMED
1.0,0.0,41.2,0.0,0.0,0.0,-0.05,1.37,-5.2,2.0,115.0,-104.0,-0.16,1345.92,-0.00155,CONFIRMED
0.974,0.0,9.2,0.0,0.0,0.0,-0.203,1.24,-7.1,2.0,145.0,-116.0,-0.72,1924.75,-0.0054,CANDIDATE
0.868,0.0,21.2,0.0,0.0,0.0,-0.0807,1.56,-9.7,3.0,115.0,-104.0,-0.18,208.92,-0.00283,CONFIRMED
1.0,0.0,80.3,0.0,0.0,0.0,-0.0462,2.22,-10.9,1.0,158.0,-158.0,-0.16,45.87,-0.00136,CONFIRMED
1.0,0.0,58.8,0.0,0.0,0.0,-0.0526,2.08,-9.6,1.0,110.0,-110.0,-0.21,81.46,-0.00165,CONFIRMED
0.334,0.0,4.7,0.0,0.0,0.0,-0.532,1.32,-33.3,1.0,166.0,-192.0,-0.12,188.16,-0.01,FALSE POSITIVE
1.0,0.0,36.9,0.0,0.0,0.0,-0.0554,1.9,-13.0,1.0,184.0,-184.0,-0.19,67.06,-0.00162,CONFIRMED
1.0,0.0,92.3,0.0,0.0,0.0,-0.0262,2.16,-17.4,1.0,72.0,-88.0,-0.12,21.17,-0.000649,CONFIRMED
1.0,0.0,79.2,0.0,0.0,0.0,-0.0279,2.16,-20.2,2.0,72.0,-88.0,-0.12,14.2,-0.000726,CONFIRMED
1.0,0.0,44.9,0.0,0.0,0.0,-0.0286,1.3,-12.9,3.0,72.0,-88.0,-0.07,64.09,-0.000941,CONFIRMED
1.0,0.0,40.4,0.0,0.0,0.0,-0.0343,1.33,-15.0,5.0,72.0,-88.0,-0.07,36.9,-0.00107,CONFIRMED
0.999,0.0,38.1,0.0,0.0,0.0,-0.088,2.66,-12.7,2.0,167.0,-223.0,-0.3,180.36,-0.00336,CONFIRMED
1.0,0.0,117.7,0.0,0.0,0.0,-0.0412,3.95,-19.5,1.0,84.0,-76.0,-0.37,19.39,-0.000901,CONFIRMED
1.0,0.0,58.1,0.0,0.0,0.0,-0.0474,2.99,-12.2,1.0,77.0,-83.0,-0.28,65.37,-0.0015,CONFIRMED
0.881,0.0,57.4,0.0,0.0,0.0,-0.108,2.34,-10.5,1.0,82.0,-74.0,-0.23,1.03,-0.00214,CONFIRMED
0.0,0.0,57.0,1.0,1.0,0.0,-0.129,39.14,-13.1,1.0,76.0,-76.0,-8.55,258.09,-0.00294,FALSE POSITIVE
1.0,0.0,18.7,0.0,0.0,0.0,-0.169,2.44,-34.3,3.0,181.0,-199.0,-0.25,14.69,-0.0057,CONFIRMED
0.334,0.0,23.0,0.0,0.0,0.0,-0.142,2.39,-20.75,1.0,157.0,-160.0,-0.3,141.6,-0.00413,FALSE POSITIVE
1.0,0.0,75.4,0.0,0.0,0.0,-0.023,1.23,-11.2,1.0,73.0,-91.0,-0.14,74.7,-0.000599,CONFIRMED
1.0,0.0,46.4,0.0,0.0,0.0,-0.0763,3.56,-14.2,1.0,83.0,-66.0,-0.78,104.37,-0.00236,CONFIRMED
1.0,0.0,204.4,0.0,0.0,0.0,-0.021,3.72,-4.1,3.0,111.0,-135.0,-0.56,247.48,-0.000584,CONFIRMED
1.0,0.0,30.0,0.0,0.0,0.0,-0.0716,2.06,-7.9,2.0,83.0,-66.0,-0.45,1746.66,-0.00217,CONFIRMED
0.982,0.0,134.8,0.0,0.0,0.0,-0.0343,2.26,-3.7,1.0,85.0,-68.0,-0.09,17.75,-0.000987,CONFIRMED
0.334,0.0,23.0,0.0,0.0,0.0,-0.142,2.39,-20.75,1.0,157.0,-160.0,-0.3,141.6,-0.00413,FALSE POSITIVE
1.0,0.0,40.4,0.0,0.0,0.0,-0.0725,2.27,-23.1,1.0,124.0,-137.0,-0.2,14.73,-0.00177,CONFIRMED
0.895,0.0,36.0,0.0,0.0,0.0,-0.0837,1.97,-24.1,2.0,124.0,-137.0,-0.17,7.21,-0.00245,CONFIRMED
0.0,0.0,62.2,1.0,1.0,1.0,-0.06,30.33,-14.5,1.0,177.0,-177.0,-3.94,381.17,-0.00108,FALSE POSITIVE
1.0,0.0,40.3,0.0,0.0,0.0,-0.0517,1.68,-31.8,1.0,78.0,-85.0,-0.13,9.41,-0.00157,CONFIRMED
0.0,0.0,38.9,0.0,0.0,0.0,-0.0975,2.05,-46.8,2.0,78.0,-85.0,-0.17,1.35,-0.00278,CONFIRMED
1.0,0.0,51.5,0.0,0.0,0.0,-0.018,1.19,-9.5,4.0,72.0,-88.0,-0.06,292.35,-0.000613,CONFIRMED
0.998,0.0,43.6,0.0,0.0,0.0,-0.107,2.7,-15.1,1.0,78.0,-78.0,-0.32,45.92,-0.00362,CANDIDATE
0.0,0.0,34.5,1.0,0.0,1.0,-0.101,1.38,-8.8,1.0,165.0,-165.0,-0.22,182.47,-0.00281,FALSE POSITIVE
1.0,0.0,27.5,0.0,0.0,0.0,-0.101,0.95,-5.3,3.0,98.0,-98.0,-0.04,10.34,-0.00345,CONFIRMED
1.0,0.0,67.0,0.0,0.0,0.0,-0.0413,2.28,-25.2,1.0,84.0,-84.0,-0.11,22.86,-0.00102,CONFIRMED
0.0,1.0,40.9,1.0,0.0,0.0,-0.269,28.58,-4.7,2.0,76.0,-76.0,-6.24,10637.41,-0.00265,FALSE POSITIVE
1.0,0.0,50.5,0.0,0.0,0.0,-0.067,2.3,-14.1,1.0,101.0,-112.0,-0.19,71.85,-0.00177,CONFIRMED
1.0,0.0,36.4,0.0,0.0,0.0,-0.0683,2.9,-18.4,1.0,83.0,-75.0,-0.49,127.46,-0.00201,CONFIRMED
0.995,0.0,11.3,0.0,0.0,0.0,-0.27,1.51,-8.9,2.0,65.0,-92.0,-0.21,687.21,-0.00948,CANDIDATE
1.0,0.0,33.0,0.0,0.0,0.0,-0.0602,2.76,-16.2,2.0,83.0,-75.0,-0.47,330.44,-0.00184,CONFIRMED
0.059,0.0,143.2,0.0,1.0,0.0,-0.0179,35.24,-75.0,1.0,176.0,-220.0,-4.57,804.33,-0.000301,FALSE POSITIVE
1.0,0.0,40.5,0.0,0.0,0.0,-0.06,2.85,-23.0,1.0,169.0,-190.0,-0.3,312.93,-0.00173,CONFIRMED
1.0,0.0,23.1,0.0,0.0,0.0,-0.0515,4.17,-63.8,2.0,169.0,-190.0,-0.44,112.07,-0.00177,CONFIRMED
1.0,0.0,17.4,0.0,0.0,0.0,-0.0972,1.64,-15.3,3.0,169.0,-190.0,-0.17,2307.65,-0.00294,CONFIRMED
0.994,0.0,10.1,0.0,0.0,0.0,-0.415,1.23,-14.1,2.0,193.0,-265.0,-0.17,903.77,-0.0133,CONFIRMED
1.0,0.0,40.5,0.0,0.0,0.0,-0.0952,2.49,-13.4,1.0,169.0,-206.0,-0.37,122.66,-0.00268,CONFIRMED
0.953,0.0,291.3,0.0,0.0,0.0,-0.0243,6.07,-7.2,2.0,111.0,-135.0,-0.91,27.4,-0.000503,CONFIRMED
0.0,0.0,104.1,0.0,1.0,0.0,-0.0488,41.07,-64.3,1.0,152.0,-209.0,-5.15,2.42,-0.000893,FALSE POSITIVE
0.0,0.0,48.8,1.0,0.0,0.0,-0.164,3.54,-35.1,1.0,174.0,-206.0,-0.34,38.62,-0.0013,FALSE POSITIVE
0.0,0.0,58.9,1.0,0.0,1.0,-0.177,3.46,-10.6,1.0,154.0,-212.0,-0.42,910.65,-0.00143,FALSE POSITIVE
0.949,0.0,10.3,0.0,0.0,0.0,-0.385,1.15,-16.9,2.0,83.0,-76.0,-0.09,27.99,-0.0148,CANDIDATE
1.0,0.0,100.3,0.0,0.0,0.0,-0.047,2.43,-5.8,1.0,197.0,-241.0,-0.33,637.42,-0.00108,CONFIRMED
0.0,1.0,331.6,0.0,0.0,0.0,-0.0566,5.2,-2.0,2.0,302.0,-416.0,-1.15,4750.81,-0.000353,FALSE POSITIVE
0.001,0.0,43.0,0.0,1.0,0.0,-0.0591,55.59,-770.0,1.0,154.0,-154.0,-4.82,586.38,-0.00105,FALSE POSITIVE
0.932,0.0,36.3,0.0,0.0,0.0,-0.114,2.67,-21.2,1.0,74.0,-83.0,-0.3,17.4,-0.00343,CONFIRMED
1.0,0.0,41.6,0.0,0.0,0.0,-0.0555,2.24,-17.8,1.0,99.0,-160.0,-0.1,29.55,-0.00165,CONFIRMED
0.976,0.0,2.8,0.0,0.0,0.0,-11.0,0.48,-38.3,2.0,107.0,-107.0,-0.03,515.27,-0.0065,CANDIDATE
0.996,0.0,27.1,0.0,0.0,0.0,-0.104,1.37,-12.2,5.0,99.0,0.0,-0.06,85.77,-0.00299,CONFIRMED
1.0,0.0,24.0,0.0,0.0,0.0,-0.098,1.19,-10.5,3.0,99.0,0.0,-0.05,202.09,-0.00312,CONFIRMED
0.998,0.0,22.1,0.0,0.0,0.0,-0.11,1.45,-14.4,4.0,99.0,0.0,-0.07,57.48,-0.00287,CONFIRMED
0.0,0.0,37.8,1.0,0.0,1.0,-0.0942,1.78,-8.9,1.0,169.0,-169.0,-0.27,792.76,-0.00289,FALSE POSITIVE
1.0,0.0,47.0,0.0,0.0,0.0,-0.209,14.61,-130.0,1.0,78.0,-78.0,-3.39,1486.35,-0.00132,CANDIDATE
0.146,1.0,7.3,0.0,0.0,0.0,-0.653,1.58,-54.3,2.0,166.0,-166.0,-0.12,3.96,-0.0229,FALSE POSITIVE
1.0,0.0,35.9,0.0,0.0,0.0,-0.0649,1.63,-9.3,2.0,105.0,-105.0,-0.17,286.23,-0.00203,CONFIRMED
0.97,0.0,42.6,0.0,0.0,0.0,-0.139,3.07,-24.4,1.0,105.0,-105.0,-0.33,4.29,-0.00464,CONFIRMED
0.0,0.0,48.4,1.0,0.0,0.0,-0.0918,18.91,-3.0,1.0,155.0,-155.0,-1.7,211.06,-0.00202,FALSE POSITIVE
0.963,0.0,257.2,0.0,0.0,0.0,-0.0487,8.73,-41.4,1.0,73.0,-83.0,-0.42,6.9,-0.000442,CONFIRMED
1.0,0.0,124.3,0.0,0.0,0.0,-0.0233,3.44,-15.6,2.0,73.0,-83.0,-0.17,197.81,-0.000524,CONFIRMED
0.04,1.0,8.2,1.0,0.0,0.0,-0.332,2.35,-83.9,2.0,169.0,-169.0,-0.23,6.71,-0.00964,FALSE POSITIVE
1.0,0.0,44.7,0.0,0.0,0.0,-0.0408,1.82,-12.6,3.0,73.0,-83.0,-0.09,643.54,-0.00125,CONFIRMED
0.0,0.0,339.9,0.0,1.0,0.0,-0.0197,38.05,-247.0,1.0,107.0,-119.0,-5.77,431.87,-0.000226,FALSE POSITIVE
0.0,0.0,102.0,1.0,1.0,0.0,-0.0728,14.0,-48.7,1.0,164.0,-200.0,-1.75,19.73,-0.00151,FALSE POSITIVE
1.0,0.0,44.1,0.0,0.0,0.0,-0.0848,2.64,-23.1,1.0,159.0,-143.0,-0.22,14.59,-0.00205,CONFIRMED
0.0,0.0,30.9,1.0,1.0,0.0,-0.158,8.15,-34.7,1.0,128.0,-128.0,-0.72,2.38,-0.00288,FALSE POSITIVE
1.0,0.0,10.2,0.0,0.0,0.0,-0.141,1.66,-35.8,2.0,158.0,-158.0,-0.12,362.64,-0.00279,CANDIDATE
1.0,0.0,120.0,0.0,0.0,0.0,-0.0264,3.85,-11.4,1.0,74.0,-74.0,-0.51,83.6,-0.000834,CONFIRMED
1.0,0.0,42.3,0.0,0.0,0.0,-0.0359,1.89,-8.1,2.0,74.0,-74.0,-0.25,390.76,-0.00126,CONFIRMED
1.0,0.0,77.7,0.0,0.0,0.0,-0.0205,2.14,-11.0,1.0,101.0,-101.0,-0.11,134.02,-0.000661,CONFIRMED
0.981,0.0,41.8,0.0,0.0,0.0,-0.158,2.95,-28.3,2.0,99.0,0.0,-0.13,2.52,-0.00434,CONFIRMED
0.9,0.0,97.7,1.0,0.0,0.0,-0.0225,3.27,-9.8,1.0,182.0,-200.0,-0.36,1625.93,-0.0004,FALSE POSITIVE
0.949,0.0,8.3,0.0,0.0,0.0,-0.353,0.99,-11.4,3.0,74.0,-74.0,-0.15,174.85,-0.0129,CANDIDATE
1.0,0.0,61.4,0.0,0.0,0.0,-0.0534,3.34,-30.7,1.0,159.0,-159.0,-0.42,31.27,-0.00141,CONFIRMED
1.0,0.0,89.9,0.0,0.0,0.0,-0.0454,3.05,-10.2,1.0,103.0,-114.0,-0.17,154.36,-0.000969,CONFIRMED
1.0,0.0,22.4,0.0,0.0,0.0,-0.111,0.63,-3.2,4.0,98.0,-98.0,-0.02,63.11,-0.00381,CONFIRMED
0.0,0.0,34.8,1.0,1.0,1.0,-0.242,25.77,-17.5,1.0,159.0,-195.0,-2.58,119.55,-0.00506,FALSE POSITIVE
1.0,0.0,53.2,0.0,0.0,0.0,-0.0627,2.55,-20.8,1.0,154.0,-154.0,-0.31,35.62,-0.00162,CONFIRMED
0.881,0.0,10.1,0.0,0.0,0.0,-0.29,23.26,-17.0,2.0,110.0,0.0,-5.49,243.72,-0.00485,CANDIDATE
1.0,0.0,50.6,0.0,0.0,0.0,-0.044,2.3,-18.4,1.0,166.0,-166.0,-0.2,76.14,-0.00131,CONFIRMED
0.334,0.0,17.3,0.0,0.0,1.0,-0.174,1.07,-16.8,1.0,175.0,-146.0,-0.11,183.62,-0.00464,FALSE POSITIVE
1.0,0.0,32.6,0.0,0.0,0.0,-0.13,2.76,-34.3,1.0,143.0,-143.0,-0.23,18.38,-0.00298,CONFIRMED
1.0,0.0,171.0,0.0,0.0,0.0,-0.0377,4.15,-13.3,1.0,107.0,-107.0,-0.32,20.05,-0.000656,CONFIRMED
1.0,0.0,49.6,0.0,0.0,0.0,-0.163,4.28,-33.4,2.0,107.0,-107.0,-0.33,2.08,-0.00246,CONFIRMED
0.334,1.0,23.0,0.0,0.0,0.0,-0.142,2.39,-20.75,1.0,157.0,-160.0,-0.3,141.6,-0.00413,FALSE POSITIVE
1.0,0.0,252.8,0.0,0.0,0.0,-0.0204,2.99,-4.5,1.0,109.0,-109.0,-0.27,80.88,-0.000378,CONFIRMED
0.997,0.0,21.8,0.0,0.0,0.0,-0.215,1.67,-16.0,3.0,107.0,-107.0,-0.13,8.55,-0.00783,CONFIRMED
0.0,0.0,1357.5,0.0,1.0,0.0,-0.0103,15.29,-21.0,1.0,189.0,-210.0,-1.65,63.7,-0.000118,FALSE POSITIVE
1.0,0.0,52.5,0.0,0.0,0.0,-0.0291,2.37,-16.2,2.0,101.0,-101.0,-0.13,82.76,-0.000814,CONFIRMED
0.933,0.0,103.0,0.0,0.0,0.0,-0.0704,155.12,-53.7,1.0,52.0,-119.0,-31.3,1363.11,-0.000916,CANDIDATE
0.029,1.0,9.5,0.0,0.0,0.0,-0.956,10.1,-20.0,2.0,74.0,-54.0,-0.82,232.53,-0.0302,FALSE POSITIVE
1.0,0.0,82.4,0.0,0.0,0.0,-0.0558,3.24,-12.0,1.0,157.0,-174.0,-0.48,50.73,-0.00105,CONFIRMED
1.0,0.0,25.6,0.0,0.0,0.0,-0.0864,1.39,-7.4,2.0,157.0,-174.0,-0.2,201.41,-0.0034,CONFIRMED
1.0,0.0,301.8,0.0,0.0,0.0,-0.102,10.16,-6.3,1.0,79.0,-79.0,-1.27,29.64,-0.00101,CANDIDATE
1.0,0.0,60.8,0.0,0.0,0.0,-0.0544,2.85,-13.4,2.0,103.0,-114.0,-0.16,57.31,-0.00145,CONFIRMED
1.0,0.0,80.1,0.0,0.0,0.0,-0.0249,2.74,-12.2,1.0,81.0,-81.0,-0.22,291.34,-0.000744,CONFIRMED
0.0,1.0,48.8,1.0,0.0,0.0,-0.0703,1.09,-6.1,2.0,151.0,-136.0,-0.12,2385.75,-0.00245,FALSE POSITIVE
1.0,0.0,56.5,0.0,0.0,0.0,-0.0396,3.0,-20.1,2.0,81.0,-81.0,-0.24,75.57,-0.00124,CONFIRMED
0.0,0.0,25.8,0.0,0.0,0.0,-0.15,2.22,-23.1,3.0,81.0,-81.0,-0.18,14.47,-0.00532,CONFIRMED
1.0,0.0,51.8,0.0,0.0,0.0,-0.0368,2.59,-10.0,1.0,111.0,-111.0,-0.27,588.66,-0.00125,CONFIRMED
1.0,0.0,60.6,0.0,0.0,0.0,-0.0396,1.86,-9.1,1.0,101.0,-101.0,-0.09,113.59,-0.00118,CONFIRMED
1.0,0.0,38.1,0.0,0.0,0.0,-0.0967,2.7,-9.6,1.0,86.0,-78.0,-0.53,124.4,-0.00313,CONFIRMED
0.258,0.0,11.3,0.0,1.0,0.0,-0.5,2.37,-48.6,2.0,194.0,-259.0,-0.3,11.66,-0.0247,FALSE POSITIVE
1.0,0.0,39.1,0.0,0.0,0.0,-0.0896,2.75,-13.3,2.0,78.0,-78.0,-0.44,67.48,-0.00278,CONFIRMED
1.0,0.0,171.0,0.0,0.0,0.0,-0.137,8.03,-25.0,1.0,78.0,-78.0,-1.29,6.09,-0.00176,CONFIRMED
0.998,0.0,25.0,0.0,0.0,0.0,-0.0641,1.81,-9.2,3.0,78.0,-78.0,-0.29,343.21,-0.00257,CONFIRMED
0.089,0.0,52.1,0.0,1.0,0.0,-0.0732,5.05,-33.2,1.0,110.0,-135.0,-0.43,67.74,-0.000698,FALSE POSITIVE
0.0,0.0,161.3,1.0,1.0,0.0,-0.0559,34.82,-34.3,1.0,161.0,-161.0,-2.91,22.05,-0.00105,FALSE POSITIVE
0.819,0.0,9.6,0.0,0.0,0.0,-0.216,0.96,-14.8,2.0,155.0,-172.0,-0.09,259.36,-0.00788,CANDIDATE
0.0,0.0,971.1,0.0,1.0,0.0,-0.0145,15.8,-32.8,1.0,152.0,-152.0,-1.73,15.8,-0.000281,FALSE POSITIVE
0.0,0.0,309.0,0.0,1.0,0.0,-0.0219,929.36,-32.8,1.0,169.0,-232.0,-129.0,19.79,-0.000429,FALSE POSITIVE
0.0,0.0,591.2,1.0,1.0,0.0,-0.0192,7.05,-9.8,1.0,168.0,-189.0,-0.73,461.67,-0.000229,FALSE POSITIVE
1.0,0.0,101.6,0.0,0.0,0.0,-0.0287,3.42,-15.3,1.0,110.0,-110.0,-0.27,138.88,-0.00076,CONFIRMED
1.0,0.0,109.4,0.0,0.0,0.0,-0.0358,4.03,-14.0,1.0,81.0,-73.0,-0.68,58.6,-0.000913,CONFIRMED
0.69,0.0,8.1,0.0,0.0,0.0,-0.259,0.96,-32.3,4.0,85.0,-85.0,-0.05,94.1,-0.00783,CANDIDATE
0.0,0.0,52.2,1.0,1.0,1.0,-0.133,17.21,-13.3,1.0,169.0,-152.0,-1.28,57.67,-0.00249,FALSE POSITIVE
0.0,0.0,88.7,1.0,0.0,0.0,-0.0396,2.96,-4.5,1.0,151.0,-151.0,-1.53,2460.7,-0.00116,FALSE POSITIVE
0.001,0.0,75.7,0.0,0.0,0.0,-0.0457,1.55,-39.7,1.0,74.0,-67.0,-0.29,1.21,-0.000674,CONFIRMED
0.963,0.0,286.6,0.0,0.0,0.0,-0.0508,7.02,-20.6,1.0,150.0,-166.0,-0.79,9.33,-0.000432,CONFIRMED
1.0,0.0,87.1,0.0,0.0,0.0,-0.0215,2.6,-9.9,2.0,150.0,-166.0,-0.29,226.02,-0.000626,CONFIRMED
0.867,0.0,10.7,0.0,0.0,0.0,-0.652,1.23,-7.3,2.0,82.0,-82.0,-0.2,95.46,-0.0201,CANDIDATE
1.0,0.0,45.8,0.0,0.0,0.0,-0.0478,2.89,-12.7,2.0,111.0,-111.0,-0.3,209.17,-0.00172,CONFIRMED
0.932,0.0,22.7,0.0,0.0,0.0,-0.107,2.7,-18.2,3.0,111.0,-111.0,-0.28,69.31,-0.00358,CONFIRMED
0.998,0.0,20.4,0.0,0.0,0.0,-0.237,3.26,-27.6,4.0,111.0,-111.0,-0.34,21.57,-0.00447,CONFIRMED
1.0,0.0,69.2,0.0,0.0,0.0,-0.0421,2.36,-10.2,1.0,163.0,-181.0,-0.42,197.06,-0.00118,CONFIRMED
1.0,0.0,23.8,0.0,0.0,0.0,-0.0841,1.28,-8.7,2.0,163.0,-181.0,-0.22,457.15,-0.00307,CONFIRMED
0.246,0.0,12.2,0.0,0.0,0.0,-0.604,5.92,-28.3,1.0,185.0,-167.0,-2.39,12.36,-0.0118,CANDIDATE
0.881,0.0,95.1,0.0,0.0,0.0,-0.052,3.37,-4.1,1.0,120.0,-147.0,-0.78,32.96,-0.00172,CONFIRMED
0.0,0.0,37.2,1.0,0.0,1.0,-0.103,1.4,-5.6,1.0,163.0,-181.0,-0.21,1063.8,-0.0026,FALSE POSITIVE
0.993,0.0,31.7,0.0,0.0,0.0,-0.0857,2.4,-20.8,1.0,182.0,-200.0,-0.25,38.81,-0.00278,CONFIRMED
1.0,0.0,78.9,0.0,0.0,0.0,-0.0415,2.64,-10.8,1.0,155.0,-155.0,-0.29,87.41,-0.00104,CONFIRMED
1.0,0.0,44.7,0.0,0.0,0.0,-0.0695,2.16,-12.8,2.0,155.0,-155.0,-0.24,37.12,-0.00223,CONFIRMED
0.186,0.0,10.1,1.0,0.0,0.0,-0.461,2.99,-49.0,2.0,78.0,-91.0,-0.31,31.11,-0.0203,FALSE POSITIVE
1.0,0.0,55.1,0.0,0.0,0.0,-0.0608,2.74,-18.1,2.0,110.0,-110.0,-0.21,68.49,-0.00165,CONFIRMED
1.0,0.0,32.3,0.0,0.0,0.0,-0.262,3.18,-25.2,3.0,110.0,-110.0,-0.24,20.68,-0.00552,CONFIRMED
1.0,0.0,130.0,0.0,0.0,0.0,-0.0181,1.78,-3.3,2.0,109.0,-109.0,-0.16,340.33,-0.00054,CONFIRMED
1.0,0.0,16.6,0.0,0.0,0.0,-0.144,1.21,-12.6,4.0,110.0,-110.0,-0.1,386.14,-0.00534,CONFIRMED
1.0,0.0,87.8,0.0,0.0,0.0,-0.0438,2.86,-8.4,1.0,104.0,-116.0,-0.34,99.54,-0.00112,CONFIRMED
1.0,0.0,11.9,1.0,0.0,0.0,-0.203,0.73,-6.7,6.0,98.0,-98.0,-0.03,13.55,-0.00646,FALSE POSITIVE
0.334,0.0,43.7,1.0,0.0,0.0,-0.319,5.26,-48.0,1.0,182.0,-239.0,-0.6,1.51,-0.00333,FALSE POSITIVE
0.0,0.0,141.0,0.0,0.0,0.0,-0.0426,11.73,-29.3,1.0,79.0,-79.0,-2.33,308.13,-0.000498,CANDIDATE
1.0,0.0,245.2,0.0,0.0,0.0,-0.0502,4.96,-14.8,1.0,146.0,-160.0,-0.39,44.29,-0.000449,CONFIRMED
1.0,0.0,87.6,0.0,0.0,0.0,-0.0322,3.18,-21.2,1.0,153.0,-153.0,-0.37,21.06,-0.000907,CONFIRMED
0.0,0.0,72.6,0.0,0.0,0.0,-0.0844,10.33,-20.1,1.0,149.0,-199.0,-3.35,86.59,-0.0023,CANDIDATE
0.0,0.0,23.0,1.0,1.0,0.0,-0.142,2.39,-20.75,3.0,157.0,-160.0,-0.3,141.6,-0.00413,FALSE POSITIVE
0.174,1.0,4.6,0.0,0.0,0.0,-0.142,1.21,-20.75,4.0,183.0,-252.0,-0.23,3.63,-0.00413,FALSE POSITIVE
1.0,0.0,15.8,0.0,0.0,0.0,-0.136,0.51,-2.9,5.0,98.0,-98.0,-0.02,92.97,-0.00452,CONFIRMED
1.0,0.0,48.1,0.0,0.0,0.0,-0.0516,2.78,-14.0,1.0,154.0,-171.0,-0.5,253.24,-0.00154,CONFIRMED
0.996,0.0,63.1,0.0,0.0,0.0,-0.135,4.17,-18.1,1.0,157.0,-246.0,-0.54,45.89,-0.00225,CONFIRMED
0.0,0.0,46.3,1.0,1.0,0.0,-0.124,22.39,-16.7,1.0,152.0,-152.0,-1.89,62.19,-0.00257,FALSE POSITIVE
0.0,0.0,111.5,1.0,1.0,1.0,-0.0453,25.27,-16.0,1.0,147.0,-147.0,-2.2,31.94,-0.000957,FALSE POSITIVE
0.384,1.0,7.0,0.0,0.0,0.0,-0.451,0.83,-8.5,1.0,152.0,-152.0,-0.27,400.49,-0.00945,FALSE POSITIVE
1.0,0.0,41.4,0.0,0.0,0.0,-0.087,2.55,-16.6,3.0,155.0,-155.0,-0.29,23.06,-0.00242,CONFIRMED
1.0,0.0,36.2,0.0,0.0,0.0,-0.046,1.65,-8.5,1.0,87.0,-71.0,-0.21,389.19,-0.00127,CONFIRMED
0.989,0.0,17.3,0.0,0.0,0.0,-0.115,0.96,-6.5,2.0,87.0,-71.0,-0.12,630.43,-0.00317,CONFIRMED
1.0,0.0,31.6,0.0,0.0,0.0,-0.0756,1.94,-19.0,1.0,82.0,-74.0,-0.09,18.68,-0.0024,CONFIRMED
1.0,0.0,31.0,0.0,0.0,0.0,-0.0578,1.13,-8.0,2.0,82.0,-74.0,-0.06,554.07,-0.00166,CONFIRMED
0.989,0.0,10.9,0.0,0.0,0.0,-0.705,0.75,-4.6,1.0,122.0,-134.0,-0.08,159.1,-0.0201,CANDIDATE
0.0,0.0,312.2,0.0,1.0,0.0,-0.00907,41.57,-17.0,1.0,169.0,-207.0,-6.41,292.7,-0.000155,FALSE POSITIVE
0.0,0.0,36.5,1.0,0.0,1.0,-0.164,32.21,-29.4,1.0,177.0,-177.0,-6.64,85.35,-0.00339,FALSE POSITIVE
0.922,0.0,421.2,0.0,0.0,0.0,-0.0133,7.31,-10.6,1.0,158.0,-176.0,-1.62,590.84,-0.000171,CONFIRMED
1.0,0.0,63.8,0.0,0.0,0.0,-0.0414,3.0,-19.9,1.0,164.0,-164.0,-0.28,39.4,-0.0011,CONFIRMED
1.0,0.0,31.9,0.0,0.0,0.0,-0.0828,2.33,-22.2,2.0,164.0,-164.0,-0.22,20.71,-0.00251,CONFIRMED
0.862,0.0,9.7,0.0,0.0,0.0,-0.653,1.26,-25.0,1.0,169.0,-186.0,-0.11,17.91,-0.0265,CANDIDATE
1.0,0.0,114.8,0.0,0.0,0.0,-0.108,6.17,-37.7,1.0,168.0,-205.0,-0.66,160.44,-0.000349,CANDIDATE
1.0,0.0,212.5,0.0,0.0,0.0,-0.0124,4.61,-13.5,1.0,156.0,-174.0,-0.42,383.77,-0.000247,CONFIRMED
1.0,0.0,53.1,0.0,0.0,0.0,-0.0867,3.2,-12.8,1.0,80.0,-72.0,-0.54,41.65,-0.00192,CONFIRMED
0.998,0.0,15.8,0.0,0.0,0.0,-0.147,1.36,-9.1,2.0,80.0,-72.0,-0.23,159.24,-0.00477,CONFIRMED
1.0,0.0,139.8,0.0,0.0,0.0,-0.0234,3.16,-11.8,1.0,158.0,-158.0,-0.31,301.46,-0.00058,CONFIRMED
0.0,0.0,0.0,0.0,0.0,1.0,-0.142,0.48,-20.75,3.0,192.0,-192.0,-0.24,4402.44,-0.00413,FALSE POSITIVE
0.0,0.0,26.4,1.0,1.0,1.0,-0.135,2.01,-15.1,1.0,159.0,-177.0,-0.31,93.98,-0.00394,FALSE POSITIVE
1.0,0.0,115.7,0.0,0.0,0.0,-0.0211,2.54,-8.0,1.0,73.0,-82.0,-0.13,455.43,-0.000501,CONFIRMED
