koi_score,koi_fpflag_nt,koi_model_snr,koi_fpflag_co,koi_fpflag_ss,koi_fpflag_ec,koi_duration_err2,koi_prad,koi_depth_err2,koi_tce_plnt_num,koi_steff_err1,koi_steff_err2,koi_prad_err2,koi_insol,koi_time0bk_err2,koi_disposition
1.0,0.0,26.8,0.0,0.0,0.0,-0.28,3.45,-13.3,1.0,73.0,-85.0,-0.63,183.48,-0.00449,CONFIRMED
0.001,0.0,38.5,1.0,0.0,0.0,-0.111,1.43,-3.2,1.0,88.0,-75.0,-0.24,1441.44,-0.00424,FALSE POSITIVE
0.997,0.0,18.5,0.0,0.0,0.0,-0.142,1.85,-16.6,1.0,77.0,-77.0,-0.23,124.42,-0.00483,CONFIRMED
0.0,0.0,43.9,1.0,1.0,1.0,-0.0812,1.44,-3.0,1.0,80.0,-71.0,-0.35,7844.64,-0.00214,FALSE POSITIVE
1.0,0.0,18.0,0.0,0.0,0.0,-0.147,1.44,-12.4,1.0,172.0,-155.0,-0.28,452.95,-0.00392,CONFIRMED
1.0,0.0,49.1,0.0,0.0,0.0,-0.102,3.14,-5.3,1.0,120.0,-108.0,-0.76,204.1,-0.00323,CONFIRMED
0.999,0.0,38.2,0.0,0.0,0.0,-0.12,3.13,-7.6,2.0,120.0,-108.0,-0.76,86.38,-0.00392,CONFIRMED
1.0,0.0,36.8,0.0,0.0,0.0,-0.0749,2.06,-6.7,1.0,105.0,-117.0,-0.39,194.31,-0.00269,CONFIRMED
0.0,0.0,27.5,1.0,0.0,1.0,-0.174,1.19,-4.4,1.0,153.0,-191.0,-0.15,805.05,-0.00551,FALSE POSITIVE
0.999,0.0,42.5,0.0,0.0,0.0,-0.0926,1.74,-8.6,1.0,112.0,-101.0,-0.19,26.79,-0.00306,CONFIRMED
0.997,0.0,24.4,0.0,0.0,0.0,-0.0834,1.91,-6.3,1.0,119.0,-76.0,-0.5,357.44,-0.0029,CONFIRMED
1.0,0.0,32.3,0.0,0.0,0.0,-0.13,4.54,-5.8,1.0,51.0,-103.0,-0.61,115.69,-0.00484,CONFIRMED
0.981,0.0,24.1,0.0,0.0,0.0,-0.249,3.66,-6.2,2.0,51.0,-103.0,-0.49,57.28,-0.0079,CONFIRMED
0.0,0.0,1509.3,0.0,1.0,0.0,-0.0063,10.66,-10.9,1.0,139.0,-157.0,-0.96,139.94,-8.92e-05,FALSE POSITIVE
0.285,0.0,647.1,0.0,1.0,0.0,-0.18,52.51,-30.8,1.0,161.0,-201.0,-6.07,1481.76,-0.000791,FALSE POSITIVE
0.0,0.0,987.2,0.0,1.0,0.0,-0.00291,25.0,-34.5,1.0,52.0,-58.0,-1.21,110.02,-5.26e-05,FALSE POSITIVE
0.0,0.0,885.9,0.0,1.0,0.0,-0.0149,49.52,-138.0,1.0,79.0,-79.0,-18.04,5.81,-0.00019,FALSE POSITIVE
0.0,0.0,142.7,0.0,1.0,0.0,-0.0248,16.89,-182.0,1.0,152.0,-152.0,-1.57,620.67,-0.000394,FALSE POSITIVE
0.0,0.0,424.6,0.0,1.0,0.0,-0.013,12.07,-61.1,1.0,175.0,-159.0,-1.5,258.6,-0.000165,FALSE POSITIVE
1.0,0.0,527.8,0.0,0.0,0.0,-0.0747,57.54,-15.8,1.0,51.0,-103.0,-10.03,54.1,-0.000844,CANDIDATE
0.0,0.0,35.3,1.0,0.0,1.0,-0.0989,2.92,-66.5,1.0,115.0,-140.0,-0.3,6.01,-0.00334,FALSE POSITIVE
0.0,0.0,18.7,1.0,0.0,1.0,-0.199,1.67,-47.8,3.0,115.0,-140.0,-0.17,16.64,-0.00762,FALSE POSITIVE
0.0,0.0,508.4,0.0,1.0,0.0,-0.0357,16.26,-55.0,1.0,106.0,-106.0,-1.3,2.72,-0.000466,FALSE POSITIVE
0.0,1.0,5.9,1.0,0.0,0.0,,1.53,,2.0,106.0,-106.0,-0.12,0.51,,FALSE POSITIVE
0.0,0.0,67.0,1.0,1.0,0.0,-0.0441,7.12,-21.2,1.0,219.0,-406.0,-1.06,7673.2,-0.000708,FALSE POSITIVE
0.0,0.0,38.7,1.0,0.0,0.0,-0.0809,11.52,-13.9,1.0,171.0,-214.0,-1.03,2556.6,-0.00148,FALSE POSITIVE
0.0,0.0,50.4,1.0,1.0,1.0,-0.0839,21.79,-12.2,1.0,155.0,-155.0,-1.82,444.16,-0.00177,FALSE POSITIVE
0.086,1.0,58.4,0.0,0.0,0.0,-0.214,5.47,-14.1,2.0,116.0,-116.0,-1.22,84.66,-0.00277,CONFIRMED
0.242,1.0,45.9,0.0,0.0,0.0,-0.149,3.82,-9.3,1.0,116.0,-116.0,-0.85,350.46,-0.00325,CONFIRMED
0.94,0.0,30.5,0.0,0.0,0.0,-0.658,4.13,-14.4,3.0,116.0,-116.0,-0.92,21.96,-0.0139,CONFIRMED
0.0,0.0,58.0,1.0,1.0,1.0,-0.0965,38.86,-42.4,1.0,190.0,-232.0,-4.42,88.38,-0.0022,FALSE POSITIVE
1.0,0.0,44.0,0.0,0.0,0.0,-0.0871,2.18,-13.6,1.0,65.0,-94.0,-0.09,31.58,-0.00275,CONFIRMED
1.0,0.0,46.9,0.0,0.0,0.0,-0.0357,1.98,-6.7,1.0,76.0,-76.0,-0.34,5056.88,-0.00112,CANDIDATE
0.545,0.0,29.2,0.0,0.0,0.0,-0.0703,2.09,-10.8,2.0,76.0,-76.0,-0.36,780.46,-0.00229,CANDIDATE
1.0,0.0,48.9,0.0,0.0,0.0,-0.0381,1.76,-6.3,1.0,82.0,-74.0,-0.24,974.3,-0.00119,CONFIRMED
1.0,0.0,32.9,0.0,0.0,0.0,-0.0357,2.96,-18.9,2.0,82.0,-74.0,-0.41,330.84,-0.000956,CONFIRMED
1.0,0.0,60.9,0.0,0.0,0.0,-0.368,11.64,-7.5,1.0,65.0,-79.0,-1.71,330.0,-0.00441,CONFIRMED
0.098,1.0,45.3,0.0,0.0,0.0,-0.281,5.68,-4.5,2.0,65.0,-79.0,-0.84,852.28,-0.0117,CONFIRMED
1.0,0.0,163.2,0.0,0.0,0.0,-0.0643,8.48,-29.6,1.0,82.0,-91.0,-0.55,6.98,-0.000761,CANDIDATE
0.0,0.0,32.0,1.0,1.0,1.0,-0.0683,1.88,-9.2,1.0,179.0,-246.0,-0.26,1073.04,-0.00191,FALSE POSITIVE
0.0,0.0,27.4,1.0,0.0,0.0,-0.0901,1.71,-12.4,1.0,168.0,-210.0,-0.18,127.84,-0.00306,FALSE POSITIVE
1.0,0.0,48.3,0.0,0.0,0.0,-0.0723,1.98,-7.6,1.0,153.0,-211.0,-0.22,131.94,-0.00303,CONFIRMED
1.0,0.0,25.3,0.0,0.0,0.0,-0.0924,5.74,-18.5,1.0,68.0,-73.0,-0.93,288.04,-0.00325,CANDIDATE
0.483,0.0,1454.3,0.0,1.0,0.0,-0.00597,34.83,-17.7,1.0,162.0,-179.0,-11.2,4705.3,-6.94e-05,FALSE POSITIVE
0.0,0.0,396.8,0.0,1.0,0.0,-0.0133,19.91,-179.0,1.0,185.0,-205.0,-1.78,203.62,-0.000212,FALSE POSITIVE
0.0,0.0,898.4,0.0,1.0,0.0,-0.0135,1177.65,-66.7,1.0,190.0,-232.0,-115.4,6.61,-0.000275,FALSE POSITIVE
0.0,0.0,272.3,1.0,1.0,1.0,-0.0111,45.05,-73.4,1.0,183.0,-201.0,-4.98,4332.1,-0.000181,FALSE POSITIVE
0.0,0.0,426.0,0.0,1.0,0.0,-0.00669,23.23,-30.2,1.0,152.0,-169.0,-1.97,3647.63,-0.000106,FALSE POSITIVE
0.0,1.0,203.6,1.0,0.0,0.0,-0.0361,269.98,-5.5,1.0,120.0,-313.0,-149.9,142553.16,-0.000572,FALSE POSITIVE
0.0,0.0,167.1,1.0,0.0,0.0,-0.0642,28.07,-21.4,1.0,196.0,-179.0,-3.25,240.29,-0.00127,FALSE POSITIVE
1.0,0.0,95.5,0.0,0.0,0.0,-0.0494,4.4,-24.5,1.0,,,0.0,296.94,-0.00137,CANDIDATE
0.436,0.0,85.2,1.0,0.0,0.0,-0.0991,11.9,-202.0,1.0,161.0,-202.0,-1.04,5.94,-0.00161,FALSE POSITIVE
0.0,0.0,220.3,1.0,1.0,0.0,-0.0235,38.93,-19.2,1.0,158.0,-176.0,-7.31,160.14,-0.000445,FALSE POSITIVE
0.117,0.0,241.9,0.0,1.0,0.0,-0.0174,9.4,-35.2,1.0,75.0,-83.0,-1.33,7.28,-0.000408,CONFIRMED
0.997,0.0,96.8,0.0,0.0,0.0,-0.161,5.3,-32.5,1.0,156.0,-173.0,-0.46,16.36,-0.00158,CONFIRMED
1.0,0.0,30.0,0.0,0.0,0.0,-0.135,2.22,-21.5,2.0,156.0,-173.0,-0.19,54.95,-0.0044,CONFIRMED
0.96,0.0,21.8,0.0,0.0,0.0,-0.174,4.3,-84.9,3.0,156.0,-173.0,-0.38,2.51,-0.00469,CONFIRMED
0.0,0.0,86.7,1.0,1.0,1.0,-0.0719,13.4,-12.0,1.0,59.0,-66.0,-0.99,97.56,-0.00131,FALSE POSITIVE
0.0,0.0,31.8,1.0,1.0,1.0,-0.474,47.7,-61.0,1.0,92.0,-115.0,-10.57,15961.1,-0.00379,FALSE POSITIVE
1.0,0.0,162.3,0.0,0.0,0.0,-0.0691,11.21,-32.4,1.0,83.0,-75.0,-2.59,8.29,-0.00138,CONFIRMED
0.988,0.0,18.1,0.0,0.0,0.0,-0.125,3.69,-22.5,2.0,83.0,-75.0,-0.85,150.25,-0.00458,CONFIRMED
0.0,0.0,93.6,1.0,0.0,1.0,-0.0422,4.19,-37.9,1.0,179.0,-179.0,-0.39,32.22,-0.00106,FALSE POSITIVE
0.0,0.0,62.5,1.0,1.0,1.0,-0.228,24.1,-26.0,1.0,148.0,-148.0,-1.59,9.01,-0.00547,FALSE POSITIVE
1.0,0.0,40.1,0.0,0.0,0.0,-0.0822,3.02,-29.7,1.0,169.0,-169.0,-0.25,49.18,-0.0026,CONFIRMED
0.0,0.0,74.5,1.0,1.0,1.0,-0.0625,25.72,-7.3,1.0,156.0,-173.0,-2.13,1789.63,-0.00116,FALSE POSITIVE
1.0,0.0,58.0,0.0,0.0,0.0,-0.0545,1.48,-18.1,1.0,167.0,-184.0,-0.23,7.32,-0.00166,CONFIRMED
0.0,0.0,33.6,1.0,1.0,0.0,-0.0954,61.63,-18.5,1.0,164.0,-200.0,-5.73,231.93,-0.00182,FALSE POSITIVE
0.996,0.0,120.4,0.0,0.0,0.0,-0.0914,13.57,-87.4,1.0,78.0,-78.0,-2.31,2.52,-0.000951,CANDIDATE
0.0,0.0,104.5,1.0,1.0,0.0,-0.0253,31.77,-3.2,1.0,173.0,-192.0,-10.24,23595.49,-0.000418,FALSE POSITIVE
1.0,0.0,59.0,0.0,0.0,0.0,-0.0247,2.41,-17.7,1.0,159.0,-143.0,-0.2,123.03,-0.000641,CONFIRMED
1.0,0.0,34.1,0.0,0.0,0.0,-0.0523,1.71,-15.9,2.0,159.0,-143.0,-0.15,48.06,-0.00175,CONFIRMED
1.0,0.0,370.2,0.0,0.0,0.0,-0.046,11.52,-15.1,1.0,75.0,-82.0,-2.06,8.65,-0.000508,CANDIDATE
0.927,0.0,62.6,0.0,0.0,0.0,-0.108,3.43,-22.4,1.0,152.0,-169.0,-0.31,13.57,-0.00193,CONFIRMED
0.936,0.0,99.5,0.0,0.0,0.0,-0.0464,3.88,-12.8,1.0,105.0,-117.0,-0.56,20.59,-0.00133,CONFIRMED
1.0,0.0,47.7,0.0,0.0,0.0,-0.079,2.57,-13.9,1.0,82.0,-74.0,-0.36,38.27,-0.00257,CONFIRMED
1.0,0.0,17.6,0.0,0.0,0.0,-0.169,1.47,-12.4,2.0,82.0,-74.0,-0.21,78.79,-0.00554,CONFIRMED
0.0,0.0,80.2,1.0,1.0,1.0,-0.0386,2.29,-2.0,1.0,167.0,-167.0,-0.71,9391.15,-0.000978,FALSE POSITIVE
1.0,0.0,39.4,0.0,0.0,0.0,-0.102,2.16,-16.5,2.0,112.0,-100.0,-0.22,28.22,-0.00319,CONFIRMED
1.0,0.0,40.5,0.0,0.0,0.0,-0.106,2.45,-20.6,1.0,112.0,-100.0,-0.25,13.0,-0.0031,CONFIRMED
0.896,0.0,13.2,0.0,0.0,0.0,-0.279,1.02,-11.6,4.0,112.0,-100.0,-0.1,105.63,-0.0145,CONFIRMED
0.992,0.0,13.3,0.0,0.0,0.0,-0.3,1.1,-13.2,3.0,112.0,-100.0,-0.11,62.6,-0.0117,CONFIRMED
0.174,1.0,7.0,0.0,0.0,0.0,-1.0,1.35,-37.3,5.0,112.0,-100.0,-0.13,1.71,-0.0345,FALSE POSITIVE
1.0,0.0,55.2,0.0,0.0,0.0,-0.057,1.94,-6.6,1.0,115.0,-115.0,-0.24,87.24,-0.00192,CONFIRMED
0.971,0.0,19.8,0.0,0.0,0.0,-0.161,1.08,-5.8,2.0,115.0,-115.0,-0.14,148.32,-0.00491,CONFIRMED
0.0,0.0,39.3,1.0,0.0,1.0,-0.0957,3.16,-6.9,1.0,174.0,-156.0,-1.57,842.53,-0.00302,FALSE POSITIVE
0.989,0.0,20.4,0.0,0.0,0.0,-0.102,1.88,-28.0,1.0,138.0,-155.0,-0.17,10.73,-0.0033,CONFIRMED
0.998,0.0,63.0,0.0,0.0,0.0,-0.11,3.01,-4.7,1.0,80.0,-80.0,-0.13,72.05,-0.00279,CONFIRMED
0.998,0.0,37.5,0.0,0.0,0.0,-0.0626,1.44,-2.0,1.0,115.0,-92.0,-0.34,331.65,-0.00342,CONFIRMED
0.0,0.0,441.7,0.0,1.0,1.0,-0.00907,88.51,-33.1,1.0,179.0,-224.0,-35.47,2725.12,-0.000177,FALSE POSITIVE
0.0,0.0,161.2,1.0,1.0,1.0,-0.0191,29.53,-21.5,1.0,166.0,-166.0,-2.44,2642.17,-0.000316,FALSE POSITIVE
0.0,0.0,166.3,0.0,1.0,0.0,-0.0251,32.12,-44.8,1.0,204.0,-185.0,-3.05,192.62,-0.000531,FALSE POSITIVE
1.0,0.0,212.5,0.0,0.0,0.0,-0.0633,10.36,-47.6,1.0,151.0,-207.0,-1.17,7.2,-0.000548,CONFIRMED
0.0,0.0,116.1,0.0,0.0,1.0,-0.0411,5.71,-46.1,1.0,185.0,-185.0,-0.58,167.54,-0.000606,FALSE POSITIVE
0.001,1.0,4.9,0.0,0.0,0.0,-0.874,2.2,-313.0,2.0,185.0,-185.0,-0.23,0.49,-0.00848,FALSE POSITIVE
0.0,0.0,172.9,0.0,1.0,0.0,-0.0321,38.2,-26.6,1.0,192.0,-213.0,-4.05,106.83,-0.000591,FALSE POSITIVE
0.0,0.0,229.7,1.0,1.0,1.0,-0.0728,5.39,-7.2,1.0,177.0,-159.0,-0.82,2005.15,-0.000658,FALSE POSITIVE
0.0,0.0,94.3,1.0,0.0,0.0,-0.0274,29.29,-19.6,1.0,180.0,-198.0,-2.9,1003.06,-0.000535,FALSE POSITIVE
0.0,0.0,126.6,0.0,1.0,0.0,-0.0232,37.3,-40.1,1.0,162.0,-217.0,-3.89,102.47,-0.000388,FALSE POSITIVE
0.0,0.0,72.7,1.0,1.0,1.0,-0.153,5.35,-14.5,1.0,187.0,-258.0,-0.7,351.45,-0.00192,FALSE POSITIVE
0.003,0.0,79.6,0.0,1.0,0.0,-0.0361,31.24,-10.5,1.0,164.0,-182.0,-2.77,1236.23,-0.000695,FALSE POSITIVE
0.565,0.0,2590.6,0.0,1.0,0.0,-0.0033,21.65,-15.7,1.0,158.0,-176.0,-4.35,1133.0,-4.05e-05,CANDIDATE
0.0,0.0,37.8,1.0,0.0,1.0,-0.171,2.36,-10.2,1.0,176.0,-220.0,-0.27,3954.46,-0.00214,FALSE POSITIVE
1.0,0.0,42.1,0.0,0.0,0.0,-0.0436,2.15,-40.0,1.0,83.0,-91.0,-0.11,13.39,-0.00129,CONFIRMED
0.0,0.0,18.0,0.0,1.0,0.0,-0.191,1.87,-65.1,2.0,83.0,-91.0,-0.1,0.78,-0.00543,CONFIRMED
0.981,0.0,116.2,0.0,0.0,0.0,-0.0781,12.41,-9.2,1.0,54.0,-74.0,-1.53,102.94,-0.00222,CONFIRMED
1.0,0.0,95.8,0.0,0.0,0.0,-0.0186,1.2,-6.0,1.0,133.0,-146.0,-0.1,726.72,-0.000399,CONFIRMED
1.0,0.0,30.4,0.0,0.0,0.0,-0.0891,2.62,-29.5,1.0,84.0,-73.0,-0.17,52.55,-0.00291,CONFIRMED
1.0,0.0,28.9,0.0,0.0,0.0,-0.127,2.68,-34.6,2.0,84.0,-73.0,-0.18,12.38,-0.00426,CONFIRMED
1.0,0.0,48.3,0.0,0.0,0.0,-0.131,3.13,-20.1,1.0,176.0,-193.0,-0.32,12.33,-0.00276,CONFIRMED
0.998,0.0,66.7,0.0,0.0,0.0,-0.267,3.29,-11.9,1.0,82.0,-74.0,-0.57,27.6,-0.00505,CANDIDATE
0.984,0.0,17.0,0.0,0.0,0.0,-0.134,1.69,-21.5,1.0,189.0,-210.0,-0.17,352.4,-0.00419,CONFIRMED
1.0,0.0,23.3,0.0,0.0,0.0,-0.0804,1.38,-12.6,1.0,84.0,-76.0,-0.12,387.43,-0.00255,CONFIRMED
0.978,0.0,14.3,0.0,0.0,0.0,-0.181,1.21,-15.4,2.0,84.0,-76.0,-0.1,123.96,-0.00564,CONFIRMED
1.0,0.0,22.1,0.0,0.0,0.0,-0.0852,1.2,-10.9,1.0,111.0,-111.0,-0.1,827.82,-0.00263,CONFIRMED
0.994,0.0,20.6,0.0,0.0,0.0,-0.108,1.29,-13.3,2.0,111.0,-111.0,-0.1,343.57,-0.00347,CONFIRMED
0.95,0.0,17.4,0.0,0.0,0.0,-0.131,1.31,-15.8,3.0,111.0,-111.0,-0.1,168.51,-0.0043,CONFIRMED
0.91,0.0,14.6,0.0,0.0,0.0,-0.169,1.81,-28.5,4.0,111.0,-111.0,-0.14,20.03,-0.0064,CONFIRMED
0.999,0.0,33.0,0.0,0.0,0.0,-0.0859,3.35,-26.2,1.0,74.0,-74.0,-0.42,16.35,-0.00278,CONFIRMED
1.0,0.0,28.7,0.0,0.0,0.0,-0.0764,2.88,-22.6,2.0,74.0,-74.0,-0.36,46.93,-0.00235,CONFIRMED
1.0,0.0,42.8,0.0,0.0,0.0,-0.085,3.0,-11.4,1.0,113.0,-101.0,-0.7,66.96,-0.0026,CONFIRMED
1.0,0.0,50.6,0.0,0.0,0.0,-0.0684,3.07,-6.6,1.0,81.0,-81.0,-0.67,433.41,-0.00213,CONFIRMED
1.0,0.0,31.7,0.0,0.0,0.0,-0.081,4.23,-16.1,1.0,88.0,-64.0,-1.06,105.25,-0.00336,CONFIRMED
0.913,0.0,11.6,0.0,0.0,0.0,-0.621,3.33,-39.6,2.0,88.0,-64.0,-0.83,7.09,-0.0173,CANDIDATE
0.939,0.0,54.9,0.0,0.0,0.0,-0.098,6.63,-13.3,1.0,81.0,-72.0,-2.06,43.62,-0.00253,CONFIRMED
1.0,0.0,25.8,0.0,0.0,0.0,-0.0999,2.04,-11.0,1.0,79.0,-85.0,-0.27,433.72,-0.0033,CONFIRMED
0.0,0.0,48.2,1.0,1.0,0.0,-0.022,1.52,-4.2,1.0,162.0,-180.0,-0.19,6715.55,-0.000654,FALSE POSITIVE
0.997,0.0,36.9,0.0,0.0,0.0,-0.151,4.26,-5.0,1.0,60.0,-67.0,-0.41,841.68,-0.0054,CONFIRMED
1.0,0.0,36.3,0.0,0.0,0.0,-0.0593,1.9,-4.6,1.0,121.0,-133.0,-0.28,387.84,-0.00237,CANDIDATE
0.997,0.0,28.5,0.0,0.0,0.0,-0.11,1.43,-2.0,1.0,105.0,-117.0,-0.31,404.99,-0.00477,CONFIRMED
0.0,0.0,300.6,0.0,1.0,0.0,-0.0225,58.56,-176.0,1.0,186.0,-186.0,-6.44,698.31,-0.000251,FALSE POSITIVE
0.0,0.0,376.5,0.0,1.0,0.0,-0.0153,44.22,-66.0,1.0,191.0,-212.0,-4.79,1597.73,-0.000224,FALSE POSITIVE
0.002,0.0,257.8,0.0,1.0,0.0,-0.015,1069.01,-132.0,1.0,190.0,-190.0,-92.14,44.01,-0.000328,FALSE POSITIVE
1.0,0.0,343.4,0.0,0.0,0.0,-0.0353,9.01,-45.2,1.0,185.0,-185.0,-0.7,47.21,-0.00025,CONFIRMED
0.0,0.0,392.2,0.0,1.0,0.0,-0.00774,33.34,-19.4,1.0,179.0,-162.0,-4.66,2808.98,-0.00013,FALSE POSITIVE
0.0,0.0,109.7,1.0,1.0,1.0,-0.0404,14.77,-249.0,1.0,197.0,-240.0,-1.65,71.06,-0.000589,FALSE POSITIVE
1.0,0.0,247.8,0.0,0.0,0.0,-0.0414,7.45,-32.5,1.0,166.0,-228.0,-0.73,378.53,-0.000252,CONFIRMED
0.0,0.0,169.0,1.0,1.0,0.0,-0.0194,27.16,-10.1,1.0,176.0,-160.0,-3.15,3951.57,-0.000321,FALSE POSITIVE
1.0,0.0,150.9,0.0,0.0,0.0,-0.0265,4.42,-21.7,1.0,157.0,-174.0,-0.38,90.33,-0.00054,CONFIRMED
0.0,0.0,1108.5,0.0,1.0,0.0,-0.00566,24.02,-25.2,1.0,109.0,-98.0,-2.89,10.93,-4.92e-05,FALSE POSITIVE
0.0,0.0,19.3,1.0,1.0,1.0,-0.388,18.11,-49.5,1.0,204.0,-185.0,-2.32,39.55,-0.00992,FALSE POSITIVE
0.909,0.0,52.0,0.0,0.0,0.0,-0.0483,5.04,-104.0,1.0,168.0,-168.0,-0.37,4.14,-0.00127,CANDIDATE
0.995,0.0,32.6,0.0,0.0,0.0,-0.116,2.85,-39.9,1.0,76.0,-84.0,-0.25,13.09,-0.00355,CONFIRMED
0.0,0.0,43.0,1.0,1.0,1.0,-0.146,19.78,-29.2,1.0,139.0,-125.0,-1.74,37.94,-0.00284,FALSE POSITIVE
0.0,0.0,37.6,1.0,0.0,1.0,-0.476,2.15,-28.6,3.0,139.0,-125.0,-0.19,1.57,-0.0127,FALSE POSITIVE
0.999,0.0,25.5,0.0,0.0,0.0,-0.0915,1.88,-33.0,1.0,172.0,-172.0,-0.12,55.83,-0.00243,CANDIDATE
1.0,0.0,36.3,0.0,0.0,0.0,-0.0808,4.0,-20.7,1.0,85.0,-77.0,-0.93,104.41,-0.00269,CONFIRMED
0.999,0.0,17.4,0.0,0.0,0.0,-0.158,2.22,-14.2,3.0,85.0,-77.0,-0.52,485.84,-0.00638,CONFIRMED
0.991,0.0,20.9,0.0,0.0,0.0,-0.26,3.68,-30.8,2.0,85.0,-77.0,-0.85,24.87,-0.00989,CONFIRMED
0.0,0.0,59.1,1.0,0.0,1.0,-0.557,1.37,-17.3,1.0,162.0,-146.0,-0.12,438.46,-0.00184,FALSE POSITIVE
0.0,0.0,35.7,1.0,1.0,1.0,-0.163,22.58,-21.8,1.0,164.0,-164.0,-1.64,84.05,-0.00341,FALSE POSITIVE
0.0,1.0,25.4,1.0,0.0,1.0,-0.532,1.93,-22.1,3.0,164.0,-164.0,-0.14,3.48,-0.0193,FALSE POSITIVE
1.0,0.0,76.9,0.0,0.0,0.0,-0.113,9.46,-27.4,1.0,71.0,-84.0,-2.14,22.21,-0.00249,CONFIRMED
1.0,0.0,26.6,0.0,0.0,0.0,-0.113,2.33,-18.0,1.0,193.0,-214.0,-0.33,169.13,-0.00377,CONFIRMED
1.0,0.0,24.7,0.0,0.0,0.0,-0.184,2.94,-19.6,2.0,193.0,-214.0,-0.41,96.38,-0.00436,CONFIRMED
1.0,0.0,19.0,0.0,0.0,0.0,-0.19,2.92,-30.7,3.0,193.0,-214.0,-0.4,27.31,-0.00587,CONFIRMED
1.0,0.0,14.3,0.0,0.0,0.0,-0.152,1.61,-14.5,4.0,193.0,-214.0,-0.22,511.6,-0.00472,CONFIRMED
1.0,0.0,30.1,0.0,0.0,0.0,-0.0654,1.28,-10.2,1.0,72.0,-83.0,-0.05,514.44,-0.00199,CONFIRMED
1.0,0.0,31.3,0.0,0.0,0.0,-0.079,1.47,-8.4,1.0,157.0,-174.0,-0.21,558.65,-0.0023,CONFIRMED
0.999,0.0,14.7,0.0,0.0,0.0,-0.22,1.66,-18.3,2.0,157.0,-174.0,-0.24,18.16,-0.00748,CANDIDATE
0.754,0.0,10.2,0.0,0.0,0.0,-0.319,1.4,-17.0,3.0,157.0,-174.0,-0.2,45.79,-0.0115,CANDIDATE
1.0,0.0,26.7,0.0,0.0,0.0,-0.0982,2.28,-11.7,1.0,77.0,-77.0,-0.44,628.73,-0.0029,CONFIRMED
0.0,0.0,20.6,1.0,0.0,1.0,-0.137,1.58,-7.3,1.0,181.0,-250.0,-0.32,1727.31,-0.00435,FALSE POSITIVE
1.0,0.0,28.4,0.0,0.0,0.0,-0.0742,1.84,-9.5,1.0,71.0,-79.0,-0.24,543.73,-0.00279,CONFIRMED
0.808,0.0,25.6,0.0,0.0,0.0,-0.0772,1.29,-7.7,1.0,169.0,-207.0,-0.19,614.52,-0.00259,CONFIRMED
1.0,0.0,27.4,0.0,0.0,0.0,-0.0738,1.77,-11.7,2.0,169.0,-207.0,-0.26,218.9,-0.00208,CONFIRMED
0.0,0.0,25.4,1.0,0.0,1.0,-0.0535,1.39,-7.0,1.0,169.0,-207.0,-0.19,2606.96,-0.00143,FALSE POSITIVE
0.999,0.0,25.9,0.0,0.0,0.0,-0.0927,1.37,-5.0,1.0,120.0,-132.0,-0.26,684.07,-0.00319,CONFIRMED
0.0,0.0,24.7,0.0,1.0,0.0,-0.167,42.99,-2646.0,1.0,141.0,-158.0,-4.19,282.41,-0.00323,FALSE POSITIVE
0.0,0.0,2294.1,0.0,1.0,0.0,-0.00152,23.42,-14.2,1.0,184.0,-205.0,-6.56,146.95,-4.81e-05,FALSE POSITIVE
0.0,0.0,157.2,0.0,1.0,0.0,-0.029,225.25,-136.0,1.0,152.0,-169.0,-21.17,109.38,-0.000596,FALSE POSITIVE
0.0,0.0,114.5,0.0,1.0,0.0,-0.0409,843.45,-286.0,1.0,153.0,-192.0,-93.8,114.41,-0.000839,FALSE POSITIVE
0.0,0.0,291.1,1.0,1.0,1.0,-0.0124,43.73,-14.6,1.0,184.0,-205.0,-9.64,5767.22,-0.000216,FALSE POSITIVE
0.0,0.0,127.7,0.0,1.0,0.0,-0.0414,39.84,-127.0,2.0,200.0,-183.0,-5.59,88.64,-0.000804,FALSE POSITIVE
0.0,0.0,86.3,1.0,1.0,1.0,-0.123,2.96,-18.8,1.0,181.0,-181.0,-0.21,98.29,-0.00172,FALSE POSITIVE
1.0,0.0,544.7,0.0,0.0,0.0,-0.015,12.37,-24.5,1.0,107.0,-119.0,-1.57,5.71,-0.000324,CONFIRMED
1.0,0.0,23.4,0.0,0.0,0.0,-0.111,2.67,-20.3,2.0,107.0,-119.0,-0.34,32.02,-0.00355,CONFIRMED
0.343,0.0,10.6,0.0,0.0,0.0,-0.398,2.94,-66.0,3.0,107.0,-119.0,-0.38,1.58,-0.0109,CONFIRMED
0.0,0.0,92.2,1.0,0.0,1.0,-0.079,26.56,-7.9,1.0,156.0,-173.0,-3.36,1202.54,-0.00156,FALSE POSITIVE
0.995,0.0,81.8,0.0,0.0,0.0,-0.0622,8.49,-48.7,1.0,85.0,-77.0,-1.86,25.6,-0.0015,CONFIRMED
1.0,0.0,57.3,0.0,0.0,0.0,-0.0414,2.87,-19.7,1.0,183.0,-183.0,-0.35,377.79,-0.00125,CANDIDATE
1.0,0.0,63.9,0.0,0.0,0.0,-0.0433,2.66,-24.4,1.0,172.0,-172.0,-0.18,72.38,-0.0011,CONFIRMED
0.999,0.0,30.7,0.0,0.0,0.0,-0.0846,1.92,-28.2,2.0,172.0,-172.0,-0.13,40.33,-0.00266,CONFIRMED
