st_mass,st_logg,pl_radjerr2,pl_radjerr1,pl_radeerr1,pl_radeerr2,st_teff,pl_orbpererr1,pl_orbpererr2,pl_radj,pl_rade,st_rad,sy_dist,sy_gaiamag,sy_gaiamagerr1,sy_gaiamagerr2,pl_orbper,sy_vmagerr1,sy_vmagerr2,sy_vmag,sy_kmagerr2,sy_kmagerr1,sy_kmag,sy_pnum,sy_snum,pl_controv_flag,default_flag,disposition
1.23,4.17177,,,,,6283.0,,,,,1.50696,518.625,12.0398,0.000196,-0.000196,10.136,0.057,-0.057,12.216,-0.028,0.028,10.869,1,1,0,0,CONFIRMED
,,-0.4,0.31,3.5,-4.5,,0.00022,-0.00021,1.06,11.9,1.91,571.458,12.8942,0.00038,-0.00038,3.04108,0.114,-0.114,13.206,-0.021,0.021,10.627,0,1,0,1,CANDIDATE
,,-10.08,14.79,165.8,-113.0,,0.000743,-0.000753,13.89,155.7,3.83,590.762,11.7297,0.000363,-0.000363,7.783286,0.069,-0.069,12.038,-0.019,0.019,9.468,0,1,0,0,CANDIDATE
0.96,4.48,-0.00624499,0.00624499,0.07,-0.07,5788.0,6.9e-05,-7.4e-05,0.1025963,1.15,0.94,268.357,12.0636,0.000189,-0.000189,10.616384,0.08,-0.08,12.235,-0.019,0.019,10.68,2,1,0,1,CONFIRMED
,,-0.037,0.022,0.25,-0.42,,0.0012,-0.0012,0.263,2.95,0.938,214.753,12.1562,0.00056,-0.00056,21.0858,0.046,-0.046,12.382,-0.017,0.017,10.292,1,1,0,1,CANDIDATE
0.824,4.686,-0.0125792,0.01400663,0.157,-0.141,4980.0,0.002324,-0.003446,0.14854161,1.665,0.68,388.413,14.246,0.000248,-0.000248,13.798845,0.114,-0.114,14.434,-0.023,0.023,12.269,0,1,0,1,CANDIDATE
0.99,4.38,-0.0178428,0.0178428,0.2,-0.2,5608.0,0.000704,-0.000722,0.25336783,2.84,1.07,360.911,12.5618,0.000189,-0.000189,6.894256,0.103,-0.103,12.669,-0.021,0.021,11.026,1,1,0,0,CONFIRMED
0.932757,4.46,-0.01955611,0.03083151,0.34559038,-0.21920449,5489.0,0.00227,-0.002228,0.23504057,2.63456976,0.892097,197.299,11.6134,0.000546,-0.000546,10.062106,0.024,-0.024,11.774,-0.021,0.021,9.974,2,1,0,0,CONFIRMED
,,,,,,4154.0,,,,,1.58859,157.614,12.0723,0.001327,-0.001327,1.4408,0.092,-0.092,12.892,-0.021,0.021,8.535,0,1,0,1,FALSE POSITIVE
,,,,,,,,,,,,47.2899,8.76221,0.000265,-0.000265,,0.03,-0.03,8.97,-0.02,0.02,7.066,4,1,0,0,CONFIRMED
,,-0.0098,0.0098,0.11,-0.11,,2.8e-05,-4.4e-05,0.136,1.52,1.273,188.959,10.4053,0.000406,-0.000406,1.673737,0.012,-0.012,10.651,-0.018,0.018,9.182,1,1,0,0,CONFIRMED
,,-0.151,0.028,0.31,-1.69,,0.00014,-0.00014,0.16,1.8,0.586,208.673,15.3919,0.000726,-0.000726,1.49462,0.2,-0.2,16.06,-0.027,0.027,12.115,0,1,0,1,CANDIDATE
,,,,,,6380.0,,,,,1.76277,476.884,12.1049,0.000424,-0.000424,2.51881781,0.08,-0.08,12.293,-0.026,0.026,10.89,0,1,0,0,FALSE POSITIVE
0.83,4.27453,,,,,5018.76,,,,,1.09979,619.729,14.2154,0.000268,-0.000268,16.709659,0.092,-0.092,14.574,-0.022,0.022,12.176,0,1,0,1,FALSE POSITIVE
,,-0.083,0.033,0.37,-0.93,,0.0012,-0.0011,0.142,1.59,0.483,242.573,15.4615,0.000828,-0.000828,6.662,1.133,-1.133,16.153,-0.036,0.036,12.128,0,1,0,1,CANDIDATE
,,-0.017,0.013,0.15,-0.19,,0.0017,-0.0017,0.132,1.48,0.616,145.701,12.6373,0.000252,-0.000252,26.8054,0.069,-0.069,12.883,-0.021,0.021,10.302,3,1,0,0,CONFIRMED
,,,,,,,0.000844,-0.000844,0.215,2.41,0.794,228.327,12.8852,0.000295,-0.000295,14.130142,0.114,-0.114,13.181,-0.019,0.019,10.986,1,1,0,0,CONFIRMED
0.84,4.35546,,,,,5029.0,,,,,1.00796,471.811,13.7949,0.000763,-0.000763,5.803439,0.126,-0.126,14.07,-0.02,0.02,11.827,0,1,0,1,FALSE POSITIVE
,,,,,,,1.1e-06,-1.1e-06,,,,181.374,13.0276,0.000721,-0.000721,1.3371164,0.16,-0.16,13.443,-0.021,0.021,10.619,1,1,0,0,CONFIRMED
,,-0.021,0.012,0.13,-0.23,,9.9e-05,-0.000101,0.109,1.22,0.663,118.011,12.3253,0.000203,-0.000203,2.494206,0.092,-0.092,12.676,-0.023,0.023,9.858,1,1,0,0,CONFIRMED
0.866,4.47,-0.03746995,0.02497997,0.28,-0.42,5261.0,0.0012,-0.0012,0.26853468,3.01,0.872,47.2899,8.76221,0.000265,-0.000265,29.8454,0.03,-0.03,8.97,-0.02,0.02,7.066,4,1,0,0,CONFIRMED
,,-0.03568561,0.03568561,0.4,-0.4,,2e-05,-2e-05,0.22035864,2.47,0.52,99.0504,13.7519,0.000368,-0.000368,14.568101,0.053,-0.053,14.528,-0.018,0.018,10.53,1,1,0,0,CONFIRMED
0.927528,4.61,-0.01232047,0.02812582,0.31526236,-0.13810014,5503.0,0.000245,-0.000236,0.22163424,2.48429818,0.862285,242.113,12.2538,0.000208,-0.000208,6.67934,0.033,-0.033,12.398,-0.021,0.021,10.589,2,1,0,0,CONFIRMED
,,,,,,5248.0,,,0.27299491,3.06,0.81,696.124,12.7788,0.000255,-0.000255,4.4743465,0.092,-0.092,13.18,-0.024,0.024,10.805,0,1,0,0,CANDIDATE
1.23,4.27,,,,,6099.0,5.3e-06,-5.2e-06,,,1.38,314.995,11.4668,0.000949,-0.000949,2.1805577,0.034,-0.034,11.602,-0.023,0.023,10.217,1,1,0,0,CONFIRMED
,,-0.037,0.02,0.2,-0.41,,0.00012,-0.00011,0.198,2.22,1.942,236.832,9.88677,0.000321,-0.000321,0.6687,0.005,-0.005,9.99,-0.02,0.02,8.722,0,1,0,1,CANDIDATE
0.895163,4.6,-0.0072095,0.01024281,0.1148117,-0.08081128,5391.0,0.000309,-0.000305,0.10337816,1.15876577,0.833805,289.827,12.8153,0.000455,-0.000455,2.508283,0.092,-0.092,13.024,-0.026,0.026,11.161,3,1,0,0,CONFIRMED
,,,,,,3939.0,,,0.39432599,4.42,0.58,933.196,12.8641,0.000322,-0.000322,8.0241306,0.126,-0.126,13.598,-0.023,0.023,9.794,0,1,0,0,FALSE POSITIVE
1.48,3.138,-0.2963695,0.45954223,5.151,-3.322,4692.0,0.003732,-0.004141,2.10206446,23.562,5.415,2622.55,14.4279,0.003283,-0.003283,11.480611,0.08,-0.08,14.69,-0.015,0.015,12.002,0,1,0,1,CANDIDATE
1.18,4.25,-0.0089214,0.0089214,0.1,-0.1,6025.0,1e-05,-1e-05,0.54598983,6.12,1.38,181.69,10.0512,0.000372,-0.000372,19.49213,0.008,-0.008,10.154,-0.02,0.02,8.837,1,1,0,0,CONFIRMED
1.96,3.91392,,,,,8075.0,,,,,2.55977,189.453,7.65321,0.000454,-0.000454,7.219626,0.023,-0.023,7.6921,-0.023,0.023,7.275,0,1,0,1,FALSE POSITIVE
,4.91,-1.1,1.1,12.0,-12.0,3864.0,0.00052,-0.00052,2.0,22.0,0.35,,19.1861,0.014033,-0.014033,19.44212,,,,-0.083,0.083,14.22,0,1,0,1,FALSE POSITIVE
,4.338,,,,,6080.0,,,,,1.224,109.86,9.30733,0.000346,-0.000346,0.719597,0.003,-0.003,9.452,-0.021,0.021,8.018,2,1,0,0,CONFIRMED
,,,,,,5686.0,,,0.18556517,2.08,0.95,517.534,12.7269,0.000262,-0.000262,20.258209,0.092,-0.092,12.98,-0.022,0.022,11.274,2,1,0,0,CONFIRMED
1.214,4.165,-0.19484376,0.24578506,2.755,-2.184,6150.0,0.004236,-0.005131,2.12561701,23.826,1.506,289.723,17.7746,0.002999,-0.002999,24.006249,0.2,-0.2,19.65,-0.057,0.057,13.92,0,1,0,1,CANDIDATE
0.72,4.63,-0.01248996,0.01248996,0.14,-0.14,4551.0,2.9e-05,-3e-05,0.66910518,7.5,0.68,169.398,12.9247,0.000557,-0.000557,5.185761,0.08,-0.08,13.229,-0.018,0.018,10.616,1,1,0,0,CONFIRMED
,4.5,-0.00713713,0.00892142,0.1,-0.08,5456.0,0.00017,-0.00017,0.08921418,1.0,0.88,298.373,12.6419,0.000177,-0.000177,0.365261,0.069,-0.069,12.942,-0.023,0.023,10.98,3,1,0,0,CONFIRMED
1.04,3.78943,,,,,5789.0,,,,,2.15197,534.898,11.7164,0.00105,-0.00105,2.268,0.034,-0.034,12.201,-0.019,0.019,10.28,0,1,0,1,CANDIDATE
0.93,4.42,-0.00892142,0.01784284,0.2,-0.1,5310.0,0.00013,-0.00013,0.34793529,3.9,0.91,290.495,12.6357,0.00034,-0.00034,6.33932,0.114,-0.114,12.861,-0.021,0.021,10.931,1,1,0,1,CONFIRMED
1.6,3.42072,,,,,7168.62,,,,,4.08069,684.616,10.5502,0.000365,-0.000365,4.30221683,0.008,-0.008,10.818,-0.023,0.023,9.233,0,1,0,1,CANDIDATE
,,-0.034,0.016,0.18,-0.38,,0.00039,-0.00039,0.288,3.23,0.9395,463.88,13.4436,0.00017,-0.00017,9.84413,0.069,-0.069,13.589,-0.025,0.025,11.87,1,1,0,0,CONFIRMED
1.03,,-0.098,0.098,1.098482,-1.098482,5366.0,5.2e-06,-5.2e-06,1.065,11.937585,1.503,638.7,13.0983,0.000548,-0.000548,1.9153073,0.126,-0.126,13.256,-0.022,0.022,11.479,1,1,0,0,CONFIRMED
,,-0.044,0.021,0.23,-0.49,,0.0014,-0.0016,0.149,1.67,0.879,368.464,13.1083,0.00037,-0.00037,13.485,0.08,-0.08,13.437,-0.023,0.023,11.326,0,1,0,1,CANDIDATE
0.47,,-0.03746989,0.03746989,0.42,-0.42,3789.0,0.00019,-0.00019,0.42911946,4.81,0.45,364.048,15.5348,0.000609,-0.000609,8.36802,1.133,-1.133,15.78,-0.031,0.031,12.611,1,1,0,1,CONFIRMED
,,-0.021,0.0098,0.11,-0.24,,4.7e-05,-4.9e-05,0.145,1.63,0.638,115.461,12.0576,0.000207,-0.000207,2.174829,0.103,-0.103,12.403,-0.018,0.018,9.721,1,1,0,0,CONFIRMED
,,,,,,4749.0,,,0.23463288,2.63,0.73,314.35,13.774,0.000299,-0.000299,17.501662,0.08,-0.08,14.005,-0.025,0.025,11.635,2,1,0,0,CONFIRMED
,,,,,,4686.0,,,0.25693639,2.88,0.72,157.682,12.0036,0.000259,-0.000259,20.660987,0.092,-0.092,12.304,-0.019,0.019,9.821,4,2,0,0,CONFIRMED
1.15,4.0605,,,,,6100.77,,,,,1.65628,577.178,12.2097,0.000184,-0.000184,0.636109,0.08,-0.08,12.31,-0.021,0.021,11.047,0,1,0,1,FALSE POSITIVE
0.95,4.44354,,,,,5436.47,,,,,0.968558,329.041,12.6702,0.000143,-0.000143,10.7930529,0.08,-0.08,12.867,-0.02,0.02,11.021,3,1,0,0,CONFIRMED
,,,,,,5849.0,,,0.23730931,2.66,1.04,211.632,11.7728,0.000337,-0.000337,4.9818921,0.038,-0.038,12.293,-0.036,0.036,9.712,0,1,0,0,CANDIDATE
0.65,4.653,-0.01873495,0.02141137,0.24,-0.21,4079.0,0.001,-0.001,0.146311,1.64,0.632,124.458,13.0599,0.00078,-0.00078,9.7579,0.103,-0.103,13.627,-0.025,0.025,10.292,3,2,0,1,CONFIRMED
0.408,4.891,-0.00802926,0.0089214,0.1,-0.09,3436.0,0.001,-0.001,0.11865465,1.33,0.379,112.486,15.514,0.000829,-0.000829,1.133,0.2,-0.2,17.14,-0.023,0.023,11.911,2,1,0,1,CONFIRMED
,,-0.02,0.015,0.17,-0.2,,7.3e-05,-7.7e-05,0.103,1.16,0.823,369.888,12.9682,0.000384,-0.000384,0.911618,0.08,-0.08,13.096,-0.023,0.023,11.487,3,1,0,0,CONFIRMED
,4.9,-0.00802928,0.00892142,0.1,-0.09,3297.0,9.1e-05,-9.1e-05,0.08921418,1.0,0.25,109.888,16.1722,0.000979,-0.000979,2.255436,0.2,-0.2,17.83,-0.029,0.029,12.767,1,1,0,1,CONFIRMED
,,,,,,,,,0.17327178,1.9422,,774.157,13.2136,0.000214,-0.000214,2.5819,0.08,-0.08,13.318,-0.02,0.02,11.853,0,1,0,1,FALSE POSITIVE
0.724,4.64691,,,,,4581.0,,,,,0.669035,336.25,14.4776,0.000386,-0.000386,13.603,0.137,-0.137,14.81,-0.024,0.024,12.16,2,1,0,0,CONFIRMED
,,,,,,6492.0,,,7.69024891,86.2,1.59,471.459,10.3219,0.002911,-0.002911,2.1417519,0.007,-0.007,10.311,-0.021,0.021,9.331,0,1,0,1,CANDIDATE
,,-0.026,0.012,0.14,-0.29,,0.00034,-0.00034,0.249,2.79,0.867,499.891,13.9146,0.000321,-0.000321,6.53142,0.092,-0.092,14.132,-0.025,0.025,12.201,1,1,0,0,CONFIRMED
,,-0.183,0.042,0.47,-2.05,,0.00097,-0.00114,0.24,2.69,0.595,459.035,15.7202,0.00064,-0.00064,9.35739,0.343,-0.343,16.042,-0.026,0.026,13.037,0,1,0,1,CANDIDATE
,,-0.029,0.014,0.16,-0.32,,6.8e-05,-6.6e-05,0.156,1.75,0.878,203.788,12.4429,0.000224,-0.000224,1.866025,0.057,-0.057,12.689,-0.023,0.023,10.456,1,1,0,0,CONFIRMED
0.8857,4.57,-0.01283158,0.02114289,0.23699063,-0.14382916,5419.0,0.001049,-0.001001,0.19694342,2.20753881,0.829915,170.998,11.6397,0.000616,-0.000616,12.421078,0.029,-0.029,11.995,-0.021,0.021,9.978,1,1,0,0,CONFIRMED
,,-0.03,0.015,0.17,-0.34,,0.0007,-0.00068,0.244,2.73,0.757,157.682,12.0036,0.000259,-0.000259,20.66178,0.092,-0.092,12.304,-0.019,0.019,9.821,4,2,0,0,CONFIRMED
0.88,,-0.0107057,0.0107057,0.12,-0.12,5368.0,9.4e-05,-9.4e-05,0.21500617,2.41,0.85,162.481,11.4055,0.00068,-0.00068,50.818947,0.046,-0.046,11.568,-0.02,0.02,9.748,1,1,0,1,CONFIRMED
,4.52,-0.01,0.01,0.13796347,-0.11356907,4972.0,0.001124,-0.001067,0.12,1.35955936,0.76364,215.626,12.8195,0.000866,-0.000866,6.631247,0.103,-0.103,13.056,-0.023,0.023,10.81,0,1,0,0,CANDIDATE
,,-0.062,0.035,0.39,-0.69,,0.00015,-0.00015,0.2,2.0,0.507,166.169,15.1312,0.000291,-0.000291,2.78711,0.183,-0.183,16.01,-0.023,0.023,11.855,2,1,0,0,CONFIRMED
,4.201,,,,,6080.0,,,,,1.4,1209.91,14.685,0.001601,-0.001601,0.986765,0.16,-0.16,14.915,-0.033,0.033,13.025,0,1,0,1,CANDIDATE
,,,,,,6333.0,,,3.48826836,39.1,1.41,585.961,11.8519,0.000373,-0.000373,54.976021,0.029,-0.029,11.929,-0.023,0.023,10.739,0,1,0,1,CANDIDATE
1.11,4.354,-0.03568561,0.03568561,0.4,-0.4,5576.0,1.7e-05,-1.7e-05,0.16236952,1.82,1.16,264.78,11.7889,0.000253,-0.000253,0.789636,0.046,-0.046,11.936,-0.026,0.026,10.192,4,1,0,0,CONFIRMED
0.87,4.43,-0.03746989,0.0865376,0.97,-0.42,5315.0,0.00598,-0.00598,0.31046481,3.48,0.87,157.682,12.0036,0.000259,-0.000259,20.65614,0.092,-0.092,12.304,-0.019,0.019,9.821,4,2,0,0,CONFIRMED
1.12,4.29,-0.0731555,0.0731555,0.82,-0.82,5743.0,0.00063,-0.00063,0.7226336,8.1,1.21,170.562,10.9072,0.0003,-0.0003,42.36342,0.019,-0.019,11.275,-0.021,0.021,9.18,2,1,0,0,CONFIRMED
,,-0.026,0.026,0.29,-0.29,,6.1e-05,-6e-05,0.129,1.45,0.242,113.012,14.2008,0.000678,-0.000678,2.896528,0.08,-0.08,15.346,-0.019,0.019,10.763,0,1,0,1,CANDIDATE
0.942219,4.6,-0.01322959,0.02501293,0.28036992,-0.14829042,5482.0,0.001755,-0.001949,0.2267042,2.54112738,0.873283,329.041,12.6702,0.000143,-0.000143,22.629496,0.08,-0.08,12.867,-0.02,0.02,11.021,3,1,0,0,CONFIRMED
,,-0.37,0.32,3.6,-4.1,,0.00032,-0.00042,2.0,22.4,1.43,1574.05,14.5946,0.000367,-0.000367,24.38752,0.217,-0.217,14.789,-0.041,0.041,13.277,0,1,0,1,FALSE POSITIVE
0.683,4.68,-0.02230351,0.02230351,0.25,-0.25,4434.0,0.0013,-0.0013,0.18734945,2.1,0.621,264.213,14.1038,0.000494,-0.000494,9.0063,0.103,-0.103,14.414,-0.023,0.023,11.645,1,1,0,0,CONFIRMED
,,-0.123,0.031,0.35,-1.38,,9.3e-06,-9.3e-06,1.172,13.14,0.921,333.042,13.2056,0.000398,-0.000398,4.0984897,0.092,-0.092,13.547,-0.02,0.02,11.088,1,1,0,0,CONFIRMED
0.67,4.57,-0.00624499,0.01695069,0.19,-0.07,4455.0,0.00065,-0.00065,0.17753621,1.99,0.696,112.467,12.0433,0.000247,-0.000247,16.19697,0.08,-0.08,12.391,-0.023,0.023,9.688,2,1,0,1,CONFIRMED
0.85,4.59,-0.00981354,0.00981354,0.11,-0.11,4877.0,0.000189,-0.000185,0.12311535,1.38,0.77,280.518,13.4701,0.00062,-0.00062,1.543069,0.092,-0.092,13.847,-0.021,0.021,11.368,2,1,0,1,CONFIRMED
,,-0.66,0.48,5.4,-7.4,,2.7e-05,-2.6e-05,1.7,19.1,0.9,213.5,12.1965,0.000935,-0.000935,8.658143,0.103,-0.103,12.372,-0.017,0.017,10.287,0,1,0,1,CANDIDATE
,,,,,,5244.0,,,0.50851994,5.7,0.81,239.55,11.5816,0.000838,-0.000838,23.210585,0.069,-0.069,11.848,-0.024,0.024,9.847,0,1,0,0,CANDIDATE
0.694512,,-0.00356856,0.00356856,0.04,-0.04,4348.35,0.000486,-0.000473,0.06155768,0.69,0.6694,49.3855,10.3281,0.001047,-0.001047,4.655411,0.03,-0.03,10.8,-0.027,0.027,7.875,1,1,0,1,CONFIRMED
1.067,4.47031,-0.007,0.011,0.12,-0.08,5886.0,0.00168,-0.00182,0.18,2.02,0.995311,121.971,10.0494,0.000421,-0.000421,16.13655,0.006,-0.006,10.23,-0.023,0.023,8.725,1,1,0,0,CONFIRMED
1.14,4.02887,,,,,6090.0,,,,,1.71021,680.351,12.4879,0.000217,-0.000217,4.397187,0.034,-0.034,12.295,-0.02,0.02,11.182,0,1,0,1,FALSE POSITIVE
0.71,4.66,-0.00535284,0.0089214,0.1,-0.06,4715.0,0.00022,-0.00022,0.10794897,1.21,0.65,129.46,12.6527,0.000446,-0.000446,2.69828,0.092,-0.092,13.028,-0.024,0.024,10.324,1,1,0,1,CONFIRMED
0.62,4.69,-0.01427424,0.01427424,0.16,-0.16,4035.0,0.003625,-0.00332,0.24623071,2.76,0.59,161.555,14.0916,0.000306,-0.000306,30.951524,0.034,-0.034,14.781,-0.022,0.022,11.055,1,1,0,1,CONFIRMED
0.908,4.275,-0.01061649,0.01115177,0.125,-0.119,5937.0,0.000261,-0.000237,0.15487581,1.736,1.149,161.61,10.2998,0.000203,-0.000203,5.776475,0.006,-0.006,10.415,-0.016,0.016,9.007,1,1,0,1,CONFIRMED
1.19,3.57767,,,,,6199.0,,,,,2.93748,257.528,9.30819,0.000655,-0.000655,1.6865884,0.004,-0.004,9.427,-0.021,0.021,7.925,0,1,0,1,CANDIDATE
,,-0.022,0.0098,0.11,-0.25,,9.1e-05,-9.2e-05,0.177,1.98,1.0711,318.81,12.4149,0.000271,-0.000271,2.398982,0.069,-0.069,12.571,-0.023,0.023,10.852,1,1,0,0,CONFIRMED
0.535304,4.7034,,,,,3620.0,,,,,0.539055,177.501,15.002,0.000761,-0.000761,4.174,0.172,-0.172,15.832,-0.021,0.021,11.655,0,1,0,0,CANDIDATE
,,-0.163,0.079,0.88,-1.83,,1.3e-05,-1.3e-05,0.18,2.02,0.754,294.895,13.3752,0.000278,-0.000278,0.442185,0.092,-0.092,13.735,-0.019,0.019,11.394,0,1,0,1,CANDIDATE
0.0802,,-0.00267642,0.00267642,0.03,-0.03,2559.0,6.3e-05,-6.3e-05,0.06887323,0.772,0.117,,15.6451,0.001448,-0.001448,4.04961,0.2,-0.2,17.02,-0.023,0.023,10.296,7,1,0,0,CONFIRMED
1.04,3.78943,,,,,5789.0,,,,,2.15197,534.898,11.7164,0.00105,-0.00105,2.2688499,0.034,-0.034,12.201,-0.019,0.019,10.28,0,1,0,0,CANDIDATE
0.183836,5.03845,,,,,3092.0,,,,,0.214796,33.1857,14.685,0.000785,-0.000785,0.5111,0.2,-0.2,16.28,-0.018,0.018,10.556,0,1,0,1,FALSE POSITIVE
0.77,4.50159,,,,,4793.26,,,,,0.815611,466.711,14.4803,0.000239,-0.000239,45.38331501,0.149,-0.149,14.576,-0.02,0.02,12.427,0,1,0,1,CANDIDATE
0.949,4.493,-0.06780266,0.06780266,0.76,-0.76,5390.0,6.9e-05,-6.9e-05,0.66553662,7.46,0.913,289.827,12.8153,0.000455,-0.000455,7.921101,0.092,-0.092,13.024,-0.026,0.026,11.161,3,1,0,0,CONFIRMED
0.988,4.223,-0.01097334,0.01124099,0.126,-0.123,6265.0,0.000415,-9.5e-05,0.20358675,2.282,1.272,128.654,9.39579,0.000151,-0.000151,5.228352,0.004,-0.004,9.478,-0.017,0.017,8.225,0,1,0,1,CANDIDATE
,4.14,-0.03,0.03,0.38127173,-0.37925118,5985.0,0.001656,-0.001841,0.23,2.52633631,1.410373,557.993,12.4741,0.000193,-0.000193,12.282343,0.114,-0.114,12.556,-0.02,0.02,11.281,1,1,0,0,CONFIRMED
,,-1.05,0.8,9.0,-11.8,,0.00054,-0.00054,3.1,35.0,1.696,431.458,12.0575,0.00017,-0.00017,37.24703,0.103,-0.103,12.175,-0.025,0.025,10.398,0,1,0,1,CANDIDATE
0.95,4.481,-0.03122491,0.03122491,0.35,-0.35,5652.0,0.00056,-0.00056,0.2150058,2.41,0.93,284.876,13.1474,0.00029,-0.00029,6.4215,0.103,-0.103,13.386,-0.02,0.02,11.059,2,1,0,1,CONFIRMED
,,-2.9,1.9,21.0,-32.0,,2.4e-05,-2.4e-05,7.0,78.0,1.913,1865.48,13.5325,0.001122,-0.001122,1.096473,0.195,-0.195,13.794,-0.024,0.024,12.581,0,1,0,1,CANDIDATE
0.548,4.691,-0.01248998,0.01695069,0.19,-0.14,3746.0,0.0026,-0.0024,0.23730971,2.66,0.554,120.311,13.9468,0.000528,-0.000528,13.102,0.033,-0.033,14.794,-0.021,0.021,10.734,1,1,0,1,CONFIRMED
1.11,4.354,,,,,5576.0,9.6,-9.6,,,1.16,264.78,11.7889,0.000253,-0.000253,580.7,0.046,-0.046,11.936,-0.026,0.026,10.192,4,1,0,0,CONFIRMED
,,-0.019,0.0086,0.096,-0.213,,0.00027,-0.00027,0.1179,1.322,0.577,206.608,13.2207,0.000455,-0.000455,5.02629,0.126,-0.126,13.581,-0.021,0.021,11.042,3,1,0,0,CONFIRMED
,4.178,,,,,6590.0,,,,,1.568,594.041,12.5013,0.000237,-0.000237,1.882213,0.16,-0.16,12.607,-0.026,0.026,11.163,0,1,0,1,CANDIDATE
0.361,,-0.04728343,0.06958694,0.78,-0.53,3471.0,0.00068,-0.00077,0.30957266,3.47,0.402,179.854,16.0836,0.00088,-0.00088,10.13389,0.0467,-0.0467,17.236,-0.021,0.021,12.474,1,1,0,0,CONFIRMED
0.83,4.57482,,,,,5013.0,,,,,0.778333,569.614,14.7975,0.000791,-0.000791,2.226,0.08,-0.08,15.072,-0.026,0.026,12.855,0,1,0,0,CANDIDATE
,,-0.87,1.06,11.9,-9.7,,2.1e-05,-1.6e-05,4.52,50.7,0.94,440.68,12.573,0.00028,-0.00028,2.667929,0.069,-0.069,12.775,-0.026,0.026,10.976,0,1,0,1,CANDIDATE
,,-0.021,0.012,0.14,-0.23,,0.0023,-0.0022,0.132,1.48,0.83,138.859,11.4122,0.000445,-0.000445,12.1507,0.024,-0.024,11.28,-0.018,0.018,9.646,0,1,0,1,CANDIDATE
,,-0.24,0.12,1.4,-2.7,,0.001,-0.001,0.32,3.6,0.738,362.707,13.9824,0.000307,-0.000307,9.0102,0.149,-0.149,14.307,-0.021,0.021,11.856,0,1,0,1,CANDIDATE
,4.05,-5.2,5.2,58.0,-58.0,6960.0,0.0024,-0.0024,11.8,132.0,2.04,143.715,16.4228,0.003427,-0.003427,10.2236,,,,-0.025,0.025,11.729,0,1,0,1,CANDIDATE
0.798,4.374,-0.02605054,0.02774561,0.311,-0.292,5784.0,0.001377,-0.001433,0.41056365,4.602,0.961,85.3751,9.49379,0.000266,-0.000266,22.549406,0.004,-0.004,9.465,-0.033,0.033,8.033,1,1,0,0,CONFIRMED
1.677,3.977,-0.08912496,0.15746302,1.765,-0.999,5878.0,0.00031,-0.000325,1.123831,12.597,2.207,1175.98,13.2538,0.000285,-0.000285,4.746159,0.08,-0.08,13.486,-0.024,0.024,11.906,0,1,0,0,CANDIDATE
0.79,4.53,-0.00339014,0.00339014,0.038,-0.038,4796.0,0.00044,-0.00043,0.11348043,1.272,0.71,67.5062,10.4191,0.000343,-0.000343,7.06024,0.014,-0.014,10.883,-0.023,0.023,8.375,3,1,0,1,CONFIRMED
0.907,,-0.0089214,0.01159782,0.13,-0.1,,0.0024,-0.0025,0.10527255,1.18,,243.935,12.0976,0.000305,-0.000305,8.0468,0.069,-0.069,12.365,-0.024,0.024,10.549,2,1,0,0,CONFIRMED
,,,,,,4740.0,,,0.20786868,2.33,0.72,179.943,12.2573,0.00015,-0.00015,14.090907,0.046,-0.046,12.573,-0.021,0.021,10.142,3,1,0,0,CONFIRMED
0.84,4.48154,,,,,5048.0,,,,,0.871771,453.754,14.046,0.000314,-0.000314,6.669,0.069,-0.069,14.473,-0.027,0.027,12.092,0,1,0,1,CANDIDATE
,,-0.52,0.15,1.7,-5.8,,0.00019,-0.00019,1.11,12.4,4.44,2010.56,14.0797,0.000334,-0.000334,2.08807,0.126,-0.126,14.446,-0.021,0.021,11.573,0,1,0,1,CANDIDATE
1.07,4.31518,,,,,5897.77,,,,,1.19162,700.399,13.4893,0.002826,-0.002826,0.723102,0.103,-0.103,13.478,-0.02,0.02,11.898,0,1,0,1,FALSE POSITIVE
,,,,,,,,,,,,,14.9494,0.005376,-0.005376,0.779,0.061,-0.061,16.034,-0.027,0.027,11.197,0,1,0,0,CANDIDATE
0.954,4.488,-0.00918906,0.01017042,0.114,-0.103,5236.0,1.6e-05,-1.9e-05,0.14086919,1.579,0.92,274.864,12.9345,0.000339,-0.000339,0.673862,0.069,-0.069,13.32,-0.02,0.02,10.811,2,1,0,1,CONFIRMED
1.04,4.3437,-0.00240878,0.00240878,0.027,-0.027,5552.0,1.2e-05,-1.2e-05,0.16147738,1.81,1.137,264.78,11.7889,0.000253,-0.000253,0.789592,0.046,-0.046,11.936,-0.026,0.026,10.192,4,1,0,0,CONFIRMED
1.214365,4.22,-0.0730039,0.14497488,1.62502341,-0.81830068,6235.0,1.8e-05,-1.8e-05,0.7891026,8.84505104,1.29462,746.138,12.6766,0.000609,-0.000609,3.142846,0.057,-0.057,12.831,-0.023,0.023,11.391,1,1,0,0,CONFIRMED
1.39,3.98751,,,,,6634.0,,,,,1.98054,528.025,11.649,0.000444,-0.000444,2.64594828,0.023,-0.023,11.961,-0.023,0.023,10.298,0,1,0,1,CANDIDATE
,,,,,,5800.0,,,0.2060844,2.31,1.01,561.93,12.5886,0.000274,-0.000274,18.283257,0.057,-0.057,12.803,-0.019,0.019,11.178,2,1,0,0,CONFIRMED
